age,wrkclsgrp,edugrp,maritalgrp,occ,rel,racegrp,sex,capgain,caploss,hr,countrygrp,y
24.0,Private,2HS,NotMarried,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,2HS,Married,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,US,<=50K
26.0,Gov,4BA,NotMarried,Prof-specialty,Own-child,White,Male,1055.0,0.0,40.0,US,<=50K
27.0,Private,4BA,NotMarried,Other-service,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
39.0,Private,2HS,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,60.0,US,<=50K
30.0,Private,2HS,Married,Transport-moving,Husband,Black,Male,0.0,0.0,45.0,US,<=50K
50.0,Self-emp,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,US,<=50K
52.0,Self-emp,4BA,Married,Sales,Husband,White,Male,0.0,0.0,55.0,US,<=50K
46.0,Private,5MA,Married,Prof-specialty,Husband,White,Male,15024.0,0.0,45.0,US,>50K
23.0,Private,4BA,NotMarried,Sales,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
45.0,Private,1M,Widowed,Other-service,Not-in-family,Black,Female,0.0,0.0,20.0,US,<=50K
65.0,Private,1M,Widowed,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,24.0,US,<=50K
29.0,Private,3C,Married,Transport-moving,Husband,White,Male,0.0,0.0,55.0,US,<=50K
47.0,Private,1M,NotMarried,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,Amer,<=50K
30.0,Private,2HS,NotMarried,Farming-fishing,Own-child,Black,Male,0.0,0.0,60.0,US,<=50K
34.0,Private,2HS,Married,Sales,Husband,White,Male,0.0,0.0,45.0,US,>50K
38.0,Self-emp,2HS,Married,Sales,Husband,White,Male,0.0,0.0,64.0,US,<=50K
33.0,Private,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,>50K
49.0,Private,4BA,Married,Sales,Husband,White,Male,0.0,0.0,26.0,US,>50K
47.0,Self-emp,3C,NotMarried,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
49.0,Gov,1M,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
43.0,Private,3C,Married,Craft-repair,Husband,White,Male,15024.0,0.0,60.0,US,>50K
30.0,Private,4BA,Married,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,US,>50K
58.0,Self-emp,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,60.0,US,<=50K
19.0,Private,2HS,NotMarried,Other-service,Own-child,White,Female,0.0,0.0,14.0,US,<=50K
21.0,Private,4BA,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
33.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,US,>50K
47.0,Self-emp,1M,Married,Transport-moving,Husband,White,Male,0.0,0.0,50.0,Amer,<=50K
52.0,Self-emp,6PHD,Married,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,US,>50K
26.0,Private,2HS,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,55.0,US,<=50K
60.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
21.0,Private,3C,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
36.0,Private,3C,Married,Sales,Husband,White,Male,5178.0,0.0,50.0,US,>50K
31.0,Private,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,45.0,US,<=50K
50.0,Self-emp,6PHD,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,US,>50K
31.0,Gov,2HS,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
71.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,15.0,US,<=50K
58.0,,2HS,Married,,Husband,White,Male,0.0,0.0,50.0,US,<=50K
30.0,Gov,4BA,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,>50K
20.0,Private,3C,NotMarried,Other-service,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
24.0,Private,2HS,NotMarried,Exec-managerial,Other-relative,White,Male,4101.0,0.0,50.0,US,<=50K
35.0,Private,6PHD,Married,Prof-specialty,Husband,Other,Male,0.0,0.0,40.0,Asia,>50K
38.0,Gov,3C,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,US,<=50K
27.0,Private,2HS,NotMarried,Machine-op-inspct,Own-child,White,Female,0.0,0.0,32.0,US,<=50K
29.0,Gov,3C,NotMarried,Adm-clerical,Unmarried,Other,Female,0.0,0.0,40.0,Asia,<=50K
70.0,,1M,Widowed,,Unmarried,White,Female,1111.0,0.0,15.0,US,<=50K
34.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,45.0,US,<=50K
44.0,Private,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,35.0,US,<=50K
43.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,>50K
44.0,Self-emp,1M,Married,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,US,>50K
35.0,Private,5MA,NotMarried,Sales,Not-in-family,White,Male,0.0,0.0,60.0,US,<=50K
27.0,Private,3C,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
43.0,Gov,5MA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,38.0,US,<=50K
20.0,Private,3C,NotMarried,Sales,Not-in-family,White,Female,0.0,0.0,25.0,US,<=50K
42.0,Private,3C,Divorced,Prof-specialty,Unmarried,White,Female,8614.0,0.0,40.0,US,>50K
27.0,Gov,3C,Married,Transport-moving,Husband,White,Male,3411.0,0.0,40.0,US,<=50K
42.0,Private,2HS,Married,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,US,>50K
20.0,,1M,NotMarried,,Own-child,Other,Female,0.0,1762.0,40.0,Asia,<=50K
24.0,Private,1M,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0.0,1721.0,40.0,US,<=50K
48.0,Gov,3C,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
17.0,,1M,NotMarried,,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
17.0,Self-emp,1M,NotMarried,Farming-fishing,Own-child,White,Male,0.0,0.0,10.0,US,<=50K
33.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,>50K
50.0,Self-emp,2HS,Married,Sales,Husband,White,Male,0.0,0.0,50.0,US,>50K
22.0,Private,2HS,NotMarried,Sales,Own-child,White,Female,2597.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Other-service,Own-child,White,Male,0.0,0.0,16.0,US,<=50K
32.0,Private,3C,Married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
31.0,Private,2HS,NotMarried,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,US,<=50K
58.0,Self-emp,2HS,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
29.0,Gov,2HS,NotMarried,Protective-serv,Own-child,White,Male,0.0,0.0,48.0,US,<=50K
37.0,Private,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,EU,>50K
34.0,Self-emp,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,>50K
23.0,Gov,3C,Separated,Exec-managerial,Unmarried,Black,Male,0.0,0.0,40.0,US,<=50K
18.0,Gov,1M,NotMarried,Adm-clerical,Own-child,White,Female,0.0,0.0,5.0,US,<=50K
34.0,Private,2HS,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
66.0,,1M,NotMarried,,Not-in-family,White,Male,0.0,0.0,4.0,US,<=50K
45.0,Gov,4BA,Married,Prof-specialty,Wife,White,Female,0.0,0.0,55.0,US,<=50K
41.0,Private,5MA,NotMarried,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,Amer,<=50K
26.0,Private,2HS,NotMarried,Other-service,Other-relative,White,Male,0.0,0.0,30.0,US,<=50K
54.0,Gov,3C,Married,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,3C,NotMarried,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,45.0,US,<=50K
42.0,Private,3C,Married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,US,<=50K
20.0,Private,3C,NotMarried,Prof-specialty,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
23.0,Gov,4BA,NotMarried,Tech-support,Not-in-family,White,Female,0.0,0.0,20.0,US,<=50K
25.0,,3C,NotMarried,,Other-relative,White,Male,0.0,0.0,45.0,US,<=50K
35.0,Private,5MA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,US,>50K
31.0,Private,5MA,Married,Tech-support,Husband,White,Male,0.0,1902.0,40.0,US,>50K
30.0,Private,4BA,NotMarried,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,EU,<=50K
19.0,Private,2HS,NotMarried,Sales,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
36.0,Gov,4BA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
31.0,Private,4BA,Widowed,Sales,Unmarried,White,Female,0.0,1380.0,40.0,Amer,<=50K
21.0,Private,3C,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,US,<=50K
31.0,Self-emp,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
46.0,Private,6PHD,Divorced,Prof-specialty,Unmarried,White,Female,25236.0,0.0,65.0,US,>50K
44.0,Private,4BA,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,50.0,US,>50K
40.0,Private,1M,Married,Other-service,Husband,Black,Male,0.0,0.0,40.0,Amer,<=50K
45.0,Private,3C,NotMarried,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
60.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,35.0,US,<=50K
18.0,Private,1M,NotMarried,Other-service,Other-relative,White,Male,0.0,0.0,25.0,US,<=50K
28.0,Private,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,<=50K
36.0,Private,3C,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
36.0,Private,4BA,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,,<=50K
40.0,Private,3C,Married,Tech-support,Husband,White,Male,4386.0,0.0,40.0,US,<=50K
36.0,Gov,4BA,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,Amer,<=50K
31.0,Private,2HS,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
33.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
19.0,Gov,2HS,NotMarried,Tech-support,Own-child,White,Female,0.0,0.0,40.0,US,<=50K
22.0,Private,3C,NotMarried,Sales,Own-child,White,Female,0.0,0.0,15.0,US,<=50K
34.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,US,>50K
33.0,Private,2HS,NotMarried,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
41.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,2051.0,60.0,US,<=50K
29.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,White,Male,4650.0,0.0,40.0,US,<=50K
50.0,Gov,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,US,>50K
42.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,7298.0,0.0,45.0,US,>50K
43.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,,>50K
44.0,Private,2HS,Married,Sales,Wife,White,Female,0.0,0.0,40.0,US,<=50K
20.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,US,<=50K
31.0,Private,2HS,Married,Other-service,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
65.0,Self-emp,1M,Married,Exec-managerial,Husband,White,Male,9386.0,0.0,59.0,,>50K
23.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,US,<=50K
55.0,Private,3C,Divorced,Adm-clerical,Not-in-family,Other,Female,0.0,0.0,40.0,US,<=50K
26.0,Private,3C,Married,Adm-clerical,Husband,White,Male,0.0,2377.0,45.0,US,<=50K
25.0,Private,3C,NotMarried,Other-service,Own-child,White,Female,0.0,0.0,15.0,US,<=50K
45.0,,3C,Married,,Wife,Black,Female,0.0,0.0,40.0,US,<=50K
35.0,Private,3C,Married,Craft-repair,Husband,White,Male,2407.0,0.0,40.0,US,<=50K
36.0,Private,3C,NotMarried,Sales,Not-in-family,Black,Female,0.0,0.0,36.0,US,<=50K
43.0,Gov,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,US,<=50K
56.0,Private,2HS,Widowed,Other-service,Unmarried,Black,Female,594.0,0.0,20.0,US,<=50K
42.0,Private,4BA,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,>50K
19.0,Private,3C,NotMarried,Other-service,Other-relative,White,Female,0.0,0.0,25.0,US,<=50K
55.0,Self-emp,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,72.0,US,<=50K
42.0,Private,5MA,NotMarried,Exec-managerial,Not-in-family,White,Female,14084.0,0.0,50.0,US,>50K
26.0,Private,3C,NotMarried,Tech-support,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
42.0,Gov,4BA,Married,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,US,>50K
55.0,Private,2HS,Married,Transport-moving,Husband,White,Male,7688.0,0.0,40.0,US,>50K
32.0,Private,3C,NotMarried,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,US,<=50K
29.0,Private,1M,NotMarried,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,Amer,<=50K
46.0,Gov,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,37.0,US,<=50K
29.0,Gov,4BA,Married,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,US,>50K
22.0,Private,4BA,NotMarried,Prof-specialty,Unmarried,White,Male,0.0,0.0,20.0,US,<=50K
58.0,Self-emp,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
23.0,Private,2HS,NotMarried,Transport-moving,Unmarried,White,Male,0.0,0.0,50.0,US,<=50K
39.0,Private,2HS,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
27.0,Private,3C,NotMarried,Craft-repair,Own-child,White,Male,0.0,0.0,38.0,US,<=50K
54.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,>50K
33.0,Gov,4BA,NotMarried,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,US,<=50K
46.0,Gov,2HS,Married,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,US,>50K
37.0,Private,2HS,NotMarried,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
36.0,Private,2HS,NotMarried,Other-service,Not-in-family,White,Female,0.0,0.0,18.0,US,<=50K
59.0,Gov,2HS,Married,Adm-clerical,Wife,White,Female,0.0,0.0,38.0,US,>50K
34.0,Gov,2HS,Divorced,Protective-serv,Unmarried,White,Male,0.0,0.0,40.0,EU,<=50K
53.0,Self-emp,6PHD,Married,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,US,>50K
51.0,Private,4BA,NotMarried,Sales,Not-in-family,White,Male,0.0,0.0,55.0,US,>50K
32.0,Private,1M,Separated,Other-service,Unmarried,White,Female,0.0,0.0,42.0,US,<=50K
31.0,Gov,3C,NotMarried,Other-service,Other-relative,White,Male,0.0,0.0,40.0,US,<=50K
22.0,Private,3C,Married,Sales,Wife,White,Female,0.0,0.0,30.0,EU,<=50K
47.0,Self-emp,4BA,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,50.0,US,<=50K
32.0,Private,2HS,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
26.0,Private,3C,NotMarried,Farming-fishing,Not-in-family,White,Female,0.0,0.0,38.0,US,<=50K
37.0,Private,1M,Separated,Farming-fishing,Not-in-family,White,Male,0.0,0.0,32.0,Amer,<=50K
31.0,Private,2HS,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,55.0,US,<=50K
37.0,Private,3C,Married,Tech-support,Wife,White,Female,0.0,0.0,24.0,US,>50K
55.0,Private,2HS,NotMarried,Sales,Not-in-family,White,Male,0.0,0.0,38.0,US,<=50K
23.0,Gov,3C,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,56.0,US,<=50K
36.0,Private,3C,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
34.0,Private,5MA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,,<=50K
43.0,Private,4BA,Married,Sales,Husband,White,Male,0.0,0.0,50.0,US,>50K
54.0,Private,3C,NotMarried,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
43.0,Gov,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,,<=50K
28.0,Private,3C,NotMarried,Machine-op-inspct,Not-in-family,White,Female,0.0,1669.0,42.0,US,<=50K
40.0,Private,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,US,>50K
41.0,Self-emp,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,US,<=50K
40.0,Private,4BA,NotMarried,Sales,Not-in-family,Other,Female,0.0,0.0,55.0,US,>50K
42.0,Private,3C,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,38.0,US,<=50K
61.0,Self-emp,2HS,Married,Farming-fishing,Husband,White,Male,0.0,2352.0,50.0,US,<=50K
18.0,Private,1M,NotMarried,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,US,<=50K
59.0,,2HS,Married,,Husband,White,Male,0.0,0.0,16.0,US,<=50K
21.0,,2HS,NotMarried,,Not-in-family,White,Female,1055.0,0.0,40.0,US,<=50K
48.0,Private,3C,Married,Tech-support,Husband,White,Male,0.0,0.0,50.0,US,>50K
41.0,Self-emp,4BA,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,<=50K
18.0,,3C,NotMarried,,Own-child,White,Male,0.0,0.0,33.0,US,<=50K
23.0,Private,2HS,NotMarried,Sales,Not-in-family,White,Female,2463.0,0.0,40.0,US,<=50K
60.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,60.0,US,>50K
22.0,Private,3C,NotMarried,Other-service,Other-relative,Black,Male,0.0,0.0,20.0,US,<=50K
61.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
25.0,Private,2HS,NotMarried,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
46.0,Private,5MA,NotMarried,Tech-support,Not-in-family,White,Male,0.0,0.0,35.0,US,>50K
43.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,UKCA,>50K
43.0,Private,3C,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,2HS,NotMarried,Other-service,Own-child,Black,Male,0.0,1721.0,30.0,US,<=50K
68.0,Self-emp,1M,NotMarried,Farming-fishing,Unmarried,White,Male,0.0,0.0,20.0,US,<=50K
31.0,Private,2HS,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,US,<=50K
17.0,Private,1M,NotMarried,Sales,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
32.0,Private,2HS,Married,Craft-repair,Husband,White,Male,5178.0,0.0,48.0,US,>50K
50.0,,5MA,NotMarried,,Other-relative,White,Male,0.0,0.0,40.0,US,<=50K
33.0,Private,4BA,Married,Prof-specialty,Husband,White,Male,3103.0,0.0,47.0,US,>50K
64.0,Private,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
20.0,Private,2HS,NotMarried,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,US,<=50K
30.0,Private,2HS,Separated,Other-service,Own-child,White,Female,0.0,0.0,36.0,US,<=50K
22.0,,3C,NotMarried,,Own-child,Black,Male,0.0,0.0,40.0,US,<=50K
43.0,Private,3C,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,US,<=50K
22.0,Private,3C,NotMarried,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Farming-fishing,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
47.0,Self-emp,2HS,Married,Other-service,Wife,White,Female,0.0,0.0,75.0,EU,<=50K
41.0,Private,3C,NotMarried,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,US,<=50K
56.0,Private,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,50.0,US,>50K
64.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,45.0,US,<=50K
47.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,50.0,US,>50K
48.0,Private,3C,NotMarried,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,US,<=50K
31.0,Private,5MA,NotMarried,Prof-specialty,Not-in-family,White,Female,0.0,0.0,46.0,US,<=50K
29.0,Private,3C,NotMarried,Tech-support,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
30.0,Private,2HS,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
32.0,Private,2HS,Married,Exec-managerial,Husband,White,Male,0.0,1672.0,60.0,US,<=50K
57.0,Private,2HS,Widowed,Transport-moving,Unmarried,White,Male,0.0,653.0,42.0,US,>50K
62.0,Private,2HS,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
39.0,Private,2HS,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,24.0,US,<=50K
43.0,Private,3C,NotMarried,Adm-clerical,Not-in-family,White,Male,0.0,0.0,25.0,US,<=50K
24.0,Self-emp,4BA,NotMarried,Sales,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
42.0,,1M,Married,,Husband,White,Male,0.0,0.0,15.0,US,<=50K
53.0,Private,3C,Married,Adm-clerical,Wife,White,Female,4386.0,0.0,40.0,US,>50K
26.0,Private,3C,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
73.0,Self-emp,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,<=50K
72.0,,1M,Widowed,,Not-in-family,White,Female,0.0,0.0,24.0,US,<=50K
55.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
25.0,Private,2HS,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
41.0,Private,4BA,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,US,>50K
24.0,Private,4BA,NotMarried,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
63.0,Private,2HS,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,0.0,6.0,US,<=50K
17.0,Private,1M,NotMarried,Sales,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
35.0,Private,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,50.0,US,<=50K
51.0,Private,3C,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
62.0,Gov,4BA,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,US,<=50K
55.0,Private,2HS,Married,Craft-repair,Husband,White,Male,4386.0,0.0,40.0,US,>50K
43.0,Private,3C,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
40.0,Gov,2HS,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,US,<=50K
37.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,US,>50K
39.0,Private,4BA,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
31.0,Private,2HS,NotMarried,Craft-repair,Own-child,White,Male,0.0,0.0,18.0,US,<=50K
61.0,Private,5MA,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,US,>50K
26.0,Private,3C,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,55.0,US,<=50K
46.0,Self-emp,2HS,Married,Sales,Husband,White,Male,0.0,0.0,50.0,US,<=50K
26.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
48.0,Gov,6PHD,Divorced,Prof-specialty,Own-child,White,Male,0.0,0.0,50.0,US,>50K
34.0,Private,2HS,NotMarried,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
34.0,Gov,2HS,NotMarried,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,US,<=50K
59.0,Private,2HS,Married,Other-service,Husband,White,Male,0.0,0.0,40.0,US,>50K
34.0,Private,4BA,NotMarried,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,US,<=50K
49.0,Private,4BA,NotMarried,Exec-managerial,Not-in-family,White,Female,0.0,0.0,56.0,US,>50K
18.0,Private,1M,NotMarried,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
43.0,Private,2HS,Married,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
48.0,Private,1M,Married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,US,<=50K
28.0,Self-emp,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,US,<=50K
33.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,3C,NotMarried,Sales,Not-in-family,White,Female,0.0,0.0,15.0,US,<=50K
21.0,Private,1M,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Sales,Own-child,White,Male,0.0,0.0,28.0,US,<=50K
39.0,Private,3C,Married,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,US,>50K
29.0,Self-emp,4BA,Separated,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
44.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,>50K
24.0,Private,3C,NotMarried,Transport-moving,Own-child,White,Male,0.0,0.0,50.0,US,<=50K
71.0,Self-emp,5MA,Married,Sales,Husband,White,Male,10605.0,0.0,40.0,US,>50K
51.0,Self-emp,4BA,Married,Sales,Husband,Other,Male,0.0,2415.0,40.0,Asia,>50K
55.0,Private,1M,Divorced,Other-service,Unmarried,Black,Male,0.0,0.0,25.0,US,<=50K
41.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,US,>50K
23.0,Private,2HS,NotMarried,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,7.0,US,<=50K
38.0,Private,3C,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
39.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,>50K
19.0,Private,2HS,NotMarried,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,US,<=50K
